Carimbo de data/hora,,Sexo:,Localização:,Formação:,Porte da Organização:,Qual a sua experiência no cargo ocupado?,"De acordo com o seu cargo, em qual nível você se encontra?",Você possui alguma certificação relacionada ao cargo que você está ocupando?,Você sempre atuou na área Tech? ,Qual o seu cargo ou função na organização? ,Em quais stacks você já atuou e/ou está trabalhando atualmente?,"Eu compreendo a técnica de teste funcional, seus critérios e sou capaz de aplicá-la na prática","Eu compreendo a técnica de teste estrutural (caixa-branca), seus critérios e sou capaz de aplicá-la na prática","Eu compreendo a técnica baseada em defeitos, critério de análise de mutantes e sou capaz de aplicá-la",Eu tenho experiência com automatização de testes de software e sou capaz de aplicá-la,Eu compreendo os fundamentos de BDD,Eu compreendo e utilizo cucumber + gherking,Eu compreendo e aplico os conceitos de agile testing,"Marque a opção correta para engano, defeito, erro e falha: [Engano]","Marque a opção correta para engano, defeito, erro e falha: [Defeito]","Marque a opção correta para engano, defeito, erro e falha: [Erro]","Marque a opção correta para engano, defeito, erro e falha: [Falha]","Com relação a sua experiência com ferramentas para o teste de aplicações mobile, marque aquelas que você utiliza ou já utilizou:","Com relação a sua experiência com ferramentas para o teste de aplicações web (partindo do front-end), marque aquelas que você utiliza ou já utilizou:","Com relação a sua experiência com ferramentas para o teste APIs REST (back-end), marque aquelas que você utiliza ou já utilizou:",Quais linguagens de programação você já utilizou para automação de testes de software?,"Durante seu aprendizado, você percebeu dificuldades em encontrar materiais de estudo relacionado a qualidade de software?",Quais fontes você geralmente utiliza para aprimorar suas habilidades?,Quais as habilidades mais importantes para um um QA eficiente? Marque no máximo 5 das opções disponíveis.,"Quais atividades que você, como um QA, está desempenhando na organização? Marque no máximo 5 das opções disponíveis.",Qual(is) etapa(s) do processo de desenvolvimento de software você participa?,Qual(is) nível(is) de testes você aplica durante o processo de desenvolvimento de software?,Qual(is) tipo(s) de testes você realiza durante o processo de desenvolvimento de software?,"Existem outras atividades, não mencionadas no formulário, que você executa durante o processo de testes de software?","Qual a sua percepção sobre a utilização de assistentes inteligentes e LLMs para geração de dados de teste? Vantagens, desvantagens e ajuda mesmo em cenários com lógicas complexas? Comenta aqui pra gente ;)"
2021/06/03 20:29:24,Li e aceito participar da pesquisa,Masculino,Salvador- BA,Ensino Superior Incompleto,Média (até 499 funcionários),De 1 a 3 anos,"Sênior (toma decisões, e age de forma autônoma, com base no conhecimento e experiências adquiridos ao longo da carreira. Gere pessoas e projetos.)",Não,Sim,Engenheiro de Qualidade de Software,"Web, Mobile",5,5,5,3,5,1,5,Ação incorreta tomada pelo programador,Qualquer estado intermediário incorreto ou resultado inesperado na execução do programa,Ação incorreta tomada pelo programador,"Passo, processo ou definição de dados incorreto, uma instrução ou comando incorreto",Apium,"Selenium, Cypress, Robotframework",Uso estritamente manual com Postman,"JavaScript, C#",Não,"Artigos acadêmicos, Medium, Cursos (Udemy, plataformas online), Sigo referências em teste de software","Ser comunicativo(a), Ser detalhista, Ter empatia, Ser investigador","Avaliar e garantir que os requisitos sejam atendidos, Executar diferentes níveis e tipos de teste, Propor melhorias no produto e/ou processo desenvolvimento, Ajudar a solucionar problemas, Reportar erros e defeitos","Definição dos Requisitos, Projeto do Software, Integração e Testes do Sistema","Testes de Sistema, Testes de Regressão, Testes de Aceite","Caixa Preta (Teste Funcional), Manual, Usabilidade, Performance, Confiabilidade",Não,
2021/06/03 21:45:39,Li e aceito participar da pesquisa,Feminino,Uberlândia- MG,Ensino Superior Completo,Grande (mais de 499 funcionários),De 4 a 7 anos,"Sênior (toma decisões, e age de forma autônoma, com base no conhecimento e experiências adquiridos ao longo da carreira. Gere pessoas e projetos.)",Não ,Sim,Quality Assurance - QA,Backend,5,2,4,1,2,1,3,Ação incorreta tomada pelo programador,Qualquer estado intermediário incorreto ou resultado inesperado na execução do programa,"Passo, processo ou definição de dados incorreto, uma instrução ou comando incorreto",Saída incorreta com relação à especificação,Nenhuma,Nenhuma,Nenhuma,"Java, C#",Não,"Cursos (Udemy, plataformas online), Sigo referências em teste de software","Ser comunicativo(a), Ser detalhista, Ser analítico, Pensar como técnico e usuário","Avaliar e garantir que os requisitos sejam atendidos, Apoiar e estabelecer padrões de qualidade, Escrever e definir cenários de teste, Executar diferentes níveis e tipos de teste, Reportar erros e defeitos","Projeto do Software, Integração e Testes do Sistema","Testes de Integração, Testes de Sistema, Testes de Aceite","Caixa Preta (Teste Funcional), Manual",Não,
2021/06/04 00:41:32,Li e aceito participar da pesquisa,Masculino,Taboão da Serra - SP,Pós graduação,Grande (mais de 499 funcionários),De 4 a 7 anos,"Pleno (atividades específicas, que exigem profundo conhecimento. Toma decisões apoiadas por um superior.)",Não,Não. atuação em Service Facilities,Analista de Teste,Desktop,5,3,4,2,3,1,4,"Passo, processo ou definição de dados incorreto, uma instrução ou comando incorreto",Qualquer estado intermediário incorreto ou resultado inesperado na execução do programa,Ação incorreta tomada pelo programador,Qualquer estado intermediário incorreto ou resultado inesperado na execução do programa,Não testei mobile com ferramenta,"Selenium, Robotframework",Uso estritamente manual com Postman,"Java, JavaScript, Python, Ruby",Sim,"Canais do Youtube, Cursos (Udemy, plataformas online), Sigo referências em teste de software","Aprender rápido, Ser detalhista, Ser curioso, Ser analítico, Sabe escutar, Ser investigador","Avaliar e garantir que os requisitos sejam atendidos, Apoiar e estabelecer padrões de qualidade, Escrever e definir cenários de teste, Executar diferentes níveis e tipos de teste, Definição dos critérios de aceite em parceria com o Product Owner, Reportar erros e defeitos","Definição dos Requisitos, Integração e Testes do Sistema","Testes de Unidade, Testes de Integração, Testes de Sistema, Testes de Aceite","Caixa Preta (Teste Funcional), Usabilidade, Performance, Confiabilidade, Segurança",Não,
2021/06/04 09:32:13,Li e aceito participar da pesquisa,Masculino,Rio de Janeiro - RJ,Ensino Superior Incompleto,Média (até 499 funcionários),De 8 a 11 anos,"Sênior (toma decisões, e age de forma autônoma, com base no conhecimento e experiências adquiridos ao longo da carreira. Gere pessoas e projetos.)",Não,Sim,Quality Assurance - QA,"Web, Backend",5,5,5,5,5,5,5,Ação incorreta tomada pelo programador,"Passo, processo ou definição de dados incorreto, uma instrução ou comando incorreto",Qualquer estado intermediário incorreto ou resultado inesperado na execução do programa,Saída incorreta com relação à especificação,Apium,Robotframework,Robot Framework,"JavaScript, Python, Ruby",Sim,"Canais do Youtube, Artigos acadêmicos, Medium, Cursos (Udemy, plataformas online), Sigo referências em teste de software","Ser curioso, Ser analítico, Pensar como técnico e usuário, Possuir conhecimento técnico, Ser investigador","Apoiar e estabelecer padrões de qualidade, Escrever e definir cenários de teste, Executar diferentes níveis e tipos de teste, Realizar automação dos testes, Reportar erros e defeitos","Definição dos Requisitos, Integração e Testes do Sistema, Operação e Manutenção","Testes de Integração, Testes de Sistema, Testes de Regressão, Testes de Aceite","Caixa Preta (Teste Funcional), Testes de Mutação, Manual, Automatizado, Usabilidade, Performance",Não,
2021/06/04 09:35:31,Li e aceito participar da pesquisa,Feminino,Marília - SP,Especialista,Pequena (até 99 funcionários),De 4 a 7 anos,"Sênior (toma decisões, e age de forma autônoma, com base no conhecimento e experiências adquiridos ao longo da carreira. Gere pessoas e projetos.)",Não,Sim,Analista de Teste,"Web, Mobile, Backend",5,4,5,3,3,1,5,"Passo, processo ou definição de dados incorreto, uma instrução ou comando incorreto",Qualquer estado intermediário incorreto ou resultado inesperado na execução do programa,"Passo, processo ou definição de dados incorreto, uma instrução ou comando incorreto",Qualquer estado intermediário incorreto ou resultado inesperado na execução do programa,Apium,"Selenium, Robotframework","Uso estritamente manual com Postman, Robot Framework","Java, Python",Sim,"Canais do Youtube, Artigos acadêmicos, Medium, Cursos (Udemy, plataformas online), Sigo referências em teste de software, Livros","Ser comunicativo(a), Ser curioso, Ser analítico, Sabe escutar, Possuir conhecimento técnico","Avaliar e garantir que os requisitos sejam atendidos, Executar diferentes níveis e tipos de teste, Propor melhorias no produto e/ou processo desenvolvimento, Realizar a transmissão do conhecimento entre Product Owner, Desenvolvedor e administradores do sistema, Reportar erros e defeitos",Integração e Testes do Sistema,"Testes de Sistema, Testes de Regressão","Caixa Preta (Teste Funcional), Dinâmico, Estático, Manual",Não,
2021/06/04 10:33:19,Li e aceito participar da pesquisa,Masculino,Recife - PE,Especialista,Pequena (até 99 funcionários),De 12 a 15 anos,"Sênior (toma decisões, e age de forma autônoma, com base no conhecimento e experiências adquiridos ao longo da carreira. Gere pessoas e projetos.)","Sim, possuo a CTFL",Sim.,Engenheiro de Qualidade de Software,"Web, Mobile",5,3,4,3,5,2,5,"Passo, processo ou definição de dados incorreto, uma instrução ou comando incorreto",Qualquer estado intermediário incorreto ou resultado inesperado na execução do programa,Ação incorreta tomada pelo programador,Saída incorreta com relação à especificação,Nenhuma,"Selenium, Robotframework",Uso estritamente manual com Postman,"Java, JavaScript, Python",Não,"Canais do Youtube, Artigos acadêmicos, Medium, Cursos (Udemy, plataformas online), Sigo referências em teste de software","Ser comunicativo(a), Ser detalhista, Ter empatia, Pensar como técnico e usuário, Ser investigador","Avaliar e garantir que os requisitos sejam atendidos, Apoiar e estabelecer padrões de qualidade, Escrever e definir cenários de teste, Executar diferentes níveis e tipos de teste, Reportar erros e defeitos","Definição dos Requisitos, Projeto do Software, Integração e Testes do Sistema, Operação e Manutenção","Testes de Sistema, Testes de Regressão, Testes de Aceite","Caixa Preta (Teste Funcional), Manual, Usabilidade",Não.,
2021/06/04 10:35:41,Li e aceito participar da pesquisa,Masculino,Uberlândia - MG,Ensino Superior Incompleto,Grande (mais de 499 funcionários),De 1 a 3 anos,"Pleno (atividades específicas, que exigem profundo conhecimento. Toma decisões apoiadas por um superior.)", Não,Sim,Quality Assurance - QA,Backend,4,4,5,5,5,5,5,Ação incorreta tomada pelo programador,Saída incorreta com relação à especificação,"Passo, processo ou definição de dados incorreto, uma instrução ou comando incorreto",Qualquer estado intermediário incorreto ou resultado inesperado na execução do programa,Apium,"Selenium, Robotframework","Automação com Postman, REST Assured, Serenity","Java, Kotlin",Sim,"Canais do Youtube, Medium, Cursos (Udemy, plataformas online), Sigo referências em teste de software","Ser comunicativo(a), Ser curioso, Pensar como técnico e usuário, Ser investigador, Ser proativo","Avaliar e garantir que os requisitos sejam atendidos, Executar diferentes níveis e tipos de teste, Realizar automação dos testes, Ajudar a solucionar problemas, Reportar erros e defeitos","Definição dos Requisitos, Implementação e Testes de Unidade, Integração e Testes do Sistema, Operação e Manutenção","Testes de Integração, Testes de Sistema, Testes de Regressão, Testes de Aceite","Caixa Preta (Teste Funcional), Manual, Automatizado, Performance",.,
2021/06/04 11:05:58,Li e aceito participar da pesquisa,Masculino,João Pessoa - PB,Ensino Superior Incompleto,Grande (mais de 499 funcionários),De 1 a 3 anos,"Pleno (atividades específicas, que exigem profundo conhecimento. Toma decisões apoiadas por um superior.)",Não.,Sim,Quality Assurance - QA,"Web, Mobile, Backend",4,4,4,4,4,4,4,Ação incorreta tomada pelo programador,Saída incorreta com relação à especificação,"Passo, processo ou definição de dados incorreto, uma instrução ou comando incorreto",Qualquer estado intermediário incorreto ou resultado inesperado na execução do programa,Apium,"Selenium, Protractor","Automação com Postman, REST Assured","Java, JavaScript",Sim,"Canais do Youtube, Medium, Cursos (Udemy, plataformas online), Sigo referências em teste de software","Ser comunicativo(a), Ser curioso, Pensar como técnico e usuário, Possuir conhecimento técnico, Ser investigador","Avaliar e garantir que os requisitos sejam atendidos, Escrever e definir cenários de teste, Executar diferentes níveis e tipos de teste, Propor melhorias no produto e/ou processo desenvolvimento, Realizar automação dos testes","Definição dos Requisitos, Projeto do Software, Implementação e Testes de Unidade, Integração e Testes do Sistema, Operação e Manutenção","Testes de Integração, Testes de Sistema, Testes de Regressão, Testes de Aceite","Caixa Preta (Teste Funcional), Caixa Branca (Teste Estrutural), Estático, Manual, Automatizado, Usabilidade, Performance, Confiabilidade, Segurança",Não ,
2021/06/04 11:18:08,Li e aceito participar da pesquisa,Masculino,São Paulo - SP,Especialista,Grande (mais de 499 funcionários),De 8 a 11 anos,"Sênior (toma decisões, e age de forma autônoma, com base no conhecimento e experiências adquiridos ao longo da carreira. Gere pessoas e projetos.)","Sim, CTFL",Sim,Especialista em Qualidade de Software,"Web, Mobile, Backend",5,5,5,5,5,5,5,Ação incorreta tomada pelo programador,"Passo, processo ou definição de dados incorreto, uma instrução ou comando incorreto",Qualquer estado intermediário incorreto ou resultado inesperado na execução do programa,Saída incorreta com relação à especificação,"Apium, Espresso","Selenium, Cypress, TestCafe","Automação com Postman, REST Assured, HTTPParty, Karate DSL","Java, JavaScript, Kotlin",Não,"Canais do Youtube, Artigos acadêmicos, Medium, Cursos (Udemy, plataformas online), Sigo referências em teste de software","Aprender rápido, Ser detalhista, Ser curioso, Ser analítico, Pensar como técnico e usuário","Avaliar e garantir que os requisitos sejam atendidos, Executar diferentes níveis e tipos de teste, Realizar a transmissão do conhecimento entre Product Owner, Desenvolvedor e administradores do sistema, Ajudar a solucionar problemas, Reportar erros e defeitos","Definição dos Requisitos, Projeto do Software, Integração e Testes do Sistema","Testes de Unidade, Testes de Integração, Testes de Sistema, Testes de Regressão, Testes de Aceite","Caixa Preta (Teste Funcional), Caixa Branca (Teste Estrutural), Testes de Mutação, Manual, Automatizado, Usabilidade, Performance, Segurança",Acredito que o formulário está bom mas falta a questão de extração e trabalho de métricas,
2021/06/04 11:21:24,Li e aceito participar da pesquisa,Masculino,Uberlândia - MG,Ensino Superior Incompleto,Grande (mais de 499 funcionários),De 1 a 3 anos,"Sênior (toma decisões, e age de forma autônoma, com base no conhecimento e experiências adquiridos ao longo da carreira. Gere pessoas e projetos.)","Sim, ctrl, ctfl-at, ctfl-pt",Sim,Engenheiro de Qualidade de Software,"Web, Mobile, Backend",5,5,1,5,5,5,5,"Passo, processo ou definição de dados incorreto, uma instrução ou comando incorreto",Qualquer estado intermediário incorreto ou resultado inesperado na execução do programa,Qualquer estado intermediário incorreto ou resultado inesperado na execução do programa,Saída incorreta com relação à especificação,Apium,"Selenium, Cypress","Uso estritamente manual com Postman, REST Assured","Java, JavaScript",Sim,"Artigos acadêmicos, Medium, Cursos (Udemy, plataformas online)","Ser comunicativo(a), Ser analítico, Ser autoconfiante, Pensar como técnico e usuário, Ser flexível","Avaliar e garantir que os requisitos sejam atendidos, Apoiar e estabelecer padrões de qualidade, Escrever e definir cenários de teste, Propor melhorias no produto e/ou processo desenvolvimento, Definição dos critérios de aceite em parceria com o Product Owner","Definição dos Requisitos, Integração e Testes do Sistema, Operação e Manutenção","Testes de Unidade, Testes de Integração, Testes de Regressão","Caixa Preta (Teste Funcional), Caixa Branca (Teste Estrutural), Manual, Automatizado, Performance",Levantamento de métricas e throubleshoting,
